year;distance;frequency
1892;38.7;22
1912;6.1;22
1862;4.4;22
1846;7.1;22
1912;8.4;22
1903;8.3;22
1833;4.7;22
1930;15;22
1835;9.5;22
1835;9.4;22
1816;8.1;22
1869;11.9;22
1929;4.5;22
1866;6.5;22
1899;6.5;22
1857;3.9;22
1852;11.7;22
1897;17.2;22
1896;21;22
1916;6.5;22
1914;6.5;22
1940;12.3;22
1934;6.5;22
1904;7.3;22
1865;6.9;22
1899;8;22
1825;5.4;22
1859;9.5;22
1899;72.3;22
1937;15.8;22
1870;9.5;22
1824;8.1;22
1927;7.2;22
1902;21;22
1901;6.2;22
1901;6.5;22
1877;2.5;22
1918;7.3;22
1829;5.4;22
1829;5.3;22
1927;21;22
1911;21;22
1871;4.3;22
1827;5.3;22
1838;5.9;22
1897;5.3;22
1812;7.5;22
1930;3.5;22
1892;4.9;22
1870;6.5;22
1866;11.9;22
1869;7.3;22
1900;5.5;22
1861;5.5;22
1833;5.3;22
1868;8;22
1858;73.8;22
1842;3.9;22
1890;17.8;22
1858;9.5;22
1880;7.5;22
1887;7;22
1865;8.5;22
1921;6.1;22
1926;5.2;22
1909;8.3;22
1909;8;22
1928;7.4;22
1928;7.2;22
1908;5.2;22
1933;8.3;22
1875;6.9;22
1920;18.3;22
1839;7.1;22
1901;5.5;22
1834;8.3;22
1834;8;22
1871;8.5;22
1894;6.2;22
1860;9.4;22
1816;7.1;22
1905;6.6;22
1923;8.9;22
1821;6.2;22
1936;4.4;22
1910;8;22
1873;11.7;22
1921;8.4;22
1914;2.5;22
1854;5.5;22
1916;8.5;22
1939;4.5;22
1840;6.9;22
1844;7;22
1859;7.4;22
1930;9.8;22
1842;8.1;22
1842;8.5;22
1927;4.3;22
1815;6.6;22
1815;6.9;22
1869;6.9;22
1836;11.2;22
1932;9.7;22
1940;9.4;22
1934;5.7;22
1902;3;22
1850;7.5;22
1850;3.9;22
1866;9.5;22
1854;7.5;22
1825;8.6;22
1924;3.6;22
1872;4.5;22
1908;2.5;22
1813;6.6;22
1929;10.6;22
1815;3.9;22
1885;7;22
1865;5.3;22
1836;3.9;22
1940;16.5;22
1861;7.2;22
1882;5.3;22
1932;3.4;22
1913;2.5;22
1938;13.7;22
1908;21;22
1932;4.5;22
1889;12.5;22
1850;8;22
1822;3.4;22
1911;17.8;22
1785;4.7;22
1863;4.4;22
1853;3.9;22
1880;3.4;22
1927;17.8;22
1934;8.2;22
1911;38.7;22
1870;7;22
1823;6.5;22
1920;5.3;22
1940;11.5;22
1932;7.4;22
1925;7.5;22
1930;13.1;22
1830;7.5;22
1906;13.7;22
1894;9.4;22
1928;3.5;22
1928;3;22
1939;2.5;22
1877;7.3;22
1843;5.2;22
1843;5.9;22
1939;6.9;22
1927;11.5;22
1819;9.5;22
1845;5.3;22
1845;5.1;22
1936;7.3;22
1917;5.3;22
1872;7.5;22
1872;7.3;22
1905;21;22
1937;8.3;22
1913;7.5;22
1889;6.5;22
1919;13.7;22
1871;6.5;22
1924;17.8;22
1915;8.5;22
1903;6.2;22
1903;6.6;22
1831;6.5;22
1897;21.9;22
1900;21.9;22
1910;17.8;22
1887;9.5;22
1923;2.5;22
1840;7.5;22
1840;7.1;22
1874;4.9;22
1913;13.3;22
1881;11.9;22
1924;21;22
1874;7.3;22
1890;8.5;22
1844;6.5;22
1904;6.1;22
1867;9.7;22
1891;4.7;22
1916;16.9;22
1846;5.9;22
1818;7.1;22
1902;13.3;22
1824;7;22
1927;12.4;22
1930;10.2;22
1814;7.4;22
1916;7;22
1827;10.2;22
1901;17.8;22
1821;7.1;22
1821;7.4;22
1919;17.5;22
1919;6.1;22
1913;21.9;22
1826;8.1;22
1892;7.3;22
1928;5.7;22
1901;8;22
1917;6.9;22
1837;5.3;22
1878;8.5;22
1922;17.8;22
1928;9.4;22
1895;4.6;22
1895;4.9;22
1886;8;22
1913;8.2;22
1849;7.1;22
1873;7.3;22
1873;7.1;22
1899;5.2;22
1885;8.1;22
1886;7;22
1886;7.3;22
1864;5.5;22
1934;7.7;22
1854;8.4;22
1848;4.7;22
1926;2.5;22
1928;87.9;22
1828;6.9;22
1908;8.5;22
1924;5.3;22
1893;7;22
1821;8.1;22
1886;10.2;22
1889;7;22
1902;9.5;22
1915;11.9;22
1915;11.7;22
1850;5.9;22
1928;6.1;22
1933;12.3;22
1905;5.3;22
1930;6;22
1924;8.5;22
1909;6.9;22
1937;9.5;22
1915;10.2;22
1940;3.5;22
1940;3.6;22
1825;3.5;20
1867;4.4;20
1920;7.7;20
1894;11.9;20
1927;19.3;20
1919;16.9;20
1925;8.4;20
1884;6.6;20
1848;3;20
1939;8.1;20
1924;10.6;20
1900;2.5;20
1935;8.6;20
1940;4.8;20
1891;7.3;20
1941;8.3;20
1931;4.9;20
1906;21;20
1926;6.4;20
1926;6.6;20
1836;8.2;20
1877;6.2;20
1882;7.3;20
1897;85.8;20
1877;3;20
1875;7.3;20
1876;8.9;20
1853;8.5;20
1878;6.9;20
1816;5.4;20
1816;5.9;20
1919;8.3;20
1938;9.7;20
1938;9.5;20
1923;17.8;20
1924;57.6;20
1904;3.5;20
1815;9.8;20
1920;10.1;20
1923;4.8;20
1923;4.3;20
1873;6.5;20
1893;87.9;20
1825;6.5;20
1879;5.1;20
1907;11.7;20
1912;5.5;20
1888;3.5;20
1936;11;20
1914;5.5;20
1871;5.9;20
1820;6.2;20
1929;85.8;20
1925;5.6;20
1925;5.4;20
1914;12.4;20
1919;11.7;20
1919;11.4;20
1804;4.4;20
1876;6;20
1833;10.2;20
1916;4.5;20
1916;4.8;20
1908;6.2;20
1874;8;20
1903;2.5;20
1879;8.4;20
1920;9.4;20
1920;9.8;20
1868;7.3;20
1888;13.3;20
1829;8.5;20
1892;9.5;20
1815;8;20
1928;8.2;20
1863;7.2;20
1750;4.7;20
1863;9.5;20
1868;6.5;20
1926;17.5;20
1940;6.9;20
1940;6.6;20
1816;6.6;20
1883;6.5;20
1938;72.3;20
1894;13.7;20
1859;6.1;20
1938;8.4;20
1894;15.4;20
1905;7.5;20
1935;3;20
1904;4.8;20
1904;4.4;20
1904;4.3;20
1921;21;20
1939;12.5;20
1939;12.3;20
1932;8.5;20
1902;8.5;20
1834;4.8;20
1936;3.5;20
1936;3;20
1815;5.1;20
1860;5.2;20
1910;5.5;20
1910;5.1;20
1914;9.4;20
1914;9.7;20
1843;4.7;20
1843;4.9;20
1858;6.2;20
1896;6.5;20
1912;8.1;20
1935;16.9;20
1910;12.1;20
1837;8.2;20
1837;8.5;20
1880;57.6;20
1814;3;20
1896;17.8;20
1929;4.9;20
1866;6.1;20
1866;6.2;20
1937;5.7;20
1928;13.3;20
1907;5.2;20
1893;4.9;20
1933;5.7;20
1813;8;20
1896;21.9;20
1819;3.4;20
1922;6.1;20
1916;6.6;20
1835;5.1;20
1934;3.4;20
1835;3.6;20
1887;13.7;20
1941;13.6;20
1921;5.4;20
1921;5.1;20
1874;5.5;20
1874;5.3;20
1843;2.5;20
1934;6.9;20
1934;6.4;20
1890;7.3;20
1841;7.1;20
1833;3.9;20
1915;13.7;20
1839;5.9;20
1899;3.5;20
1895;7;20
1900;9.4;20
1900;9.7;20
1936;5.7;20
1864;4.8;20
1875;4.8;20
1824;8.5;20
1907;6.5;20
1927;7.3;20
1922;7.7;20
1922;7.4;20
1901;6.6;20
1814;5.2;20
1847;6.5;20
1871;4.4;20
1901;21.9;20
1900;6.6;20
1930;12.3;20
1841;1.8;20
1892;4.3;20
1863;38.7;20
1870;6.2;20
1894;7.3;20
1906;4.4;20
1859;4.9;20
1876;9.5;20
1876;9.7;20
1879;4.9;20
1833;5.7;20
1798;7;20
1833;8;20
1858;8.1;20
1918;9.7;20
1888;8.1;20
1941;6.1;20
1923;7.7;20
1846;3.9;20
1870;8;20
1923;6.1;20
1900;38.7;20
1898;11.9;20
1885;4.3;20
1912;12.1;20
1930;4.6;20
1930;4.8;20
1940;13.6;20
1921;9.4;20
1890;6.2;20
1861;3;20
1893;9.8;20
1865;2.5;20
1919;12.4;20
1901;5.3;20
1824;5.2;20
1931;6.5;20
1918;11.9;20
1918;11.7;20
1915;35.1;20
1918;17.8;20
1876;11.7;20
1926;3.6;20
1885;5.4;20
1894;6.1;20
1860;9.5;20
1903;13.3;20
1832;3.4;20
1935;9.5;20
1923;8.5;20
1928;4.5;20
1928;4;20
1928;4.3;20
1872;10.2;20
1906;5.5;20
1868;4.8;20
1868;4.4;20
1839;6.2;20
1839;6.5;20
1936;4.3;20
1910;8.5;20
1910;8.4;20
1827;7.5;20
1873;11.9;20
1923;9.8;20
1923;5.2;20
1935;17.8;20
1883;5.3;20
1930;11.7;20
1882;10.2;20
1914;4.6;20
1914;4.3;20
1853;4.4;20
1869;5.2;20
1895;21.9;20
1854;5.1;20
1831;9.5;20
1831;9.8;20
1893;6.5;20
1917;85.8;20
1933;4.9;20
1933;4.3;20
1869;8.1;20
1869;8.5;20
1907;8.4;20
1895;17.9;20
1927;72.3;20
1905;9.5;20
1846;4.7;20
1924;9.8;20
1907;16.5;20
1940;2.5;20
1889;2.5;20
1900;16.5;20
1850;7;20
1850;7.1;20
1862;5.3;20
1903;10.2;20
1938;4.5;20
1932;21;20
1895;9.7;20
1838;7.3;20
1828;7.5;20
1908;13.7;20
1867;3;20
1846;8;20
1876;7;20
1876;7.2;20
1857;2.5;20
1941;7.6;20
1861;7.3;20
1833;7.1;20
1882;5.4;20
1886;5.1;20
1908;21.9;20
1896;5.2;20
1830;4.6;20
1922;4.8;20
1932;4.9;20
1907;12.1;20
1830;6.2;20
1874;21.6;20
1910;10.2;20
1915;21.9;20
1873;9.5;20
1822;3.9;20
1822;3.6;20
1862;80.4;20
1899;87.9;20
1908;4.9;20
1838;8;20
1921;11.4;20
1894;5.3;20
1863;5.3;20
1857;10.2;20
1886;11.9;20
1838;10.2;20
1816;4.8;20
1866;4.4;20
1866;4.6;20
1934;8.4;20
1926;9.5;20
1930;5.2;20
1930;16.7;20
1920;5.4;20
1920;5.1;20
1907;17.8;20
1940;11.4;20
1932;7.3;20
1939;7.7;20
1851;5.5;20
1928;3.4;20
1864;9.5;20
1861;9.5;20
1911;7.7;20
1914;21;20
1912;4.9;20
1939;2.8;20
1843;5.3;20
1900;4.9;20
1821;3.9;20
1907;9.4;20
1938;10.2;20
1859;8.1;20
1899;10.2;20
1928;17.8;20
1852;8.5;20
1920;12.4;20
1935;7.6;20
1935;7.3;20
1935;11;20
1935;11.9;20
1905;21.9;20
1869;9.5;20
1869;9.4;20
1928;12.3;20
1855;7.1;20
1892;6.9;20
1915;8.1;20
1903;6.1;20
1903;6.5;20
1860;72.3;20
1831;6.2;20
1910;7;20
1910;7.3;20
1902;6.5;20
1902;6.9;20
1890;9.7;20
1871;3.9;20
1939;15.3;20
1874;7.5;20
1874;7.2;20
1923;11.9;20
1923;11.7;20
1897;4.9;20
1927;6.1;20
1820;5.9;20
1922;9.8;20
1938;3.5;20
1939;3.5;20
1939;3.6;20
1892;5.1;20
1836;57.6;20
1922;11.7;20
1824;7.3;20
1851;57.6;20
1815;7.1;20
1823;5.2;20
1843;6.2;20
1843;6.5;20
1920;31.3;20
1930;10.6;20
1854;4.9;20
1914;11.9;20
1918;21;20
1860;6.6;20
1818;12.5;20
1896;4.7;20
1919;6.9;20
1933;2.4;20
1827;8.1;20
1931;17.5;20
1931;17.9;20
1814;6.5;20
1921;72.3;20
1928;5.3;20
1891;8.6;20
1858;72.3;20
1917;6.6;20
1936;8.2;20
1834;3;20
1918;2.5;20
1895;4.3;20
1812;4.7;20
1886;8.1;20
1939;31.2;20
1841;5.9;20
1875;9.4;20
1880;2.5;20
1897;7.3;20
1862;12.1;20
1933;6.1;20
1933;6.6;20
1849;7.3;20
1879;6;20
1877;4.8;20
1877;4.4;20
1928;72.3;20
1862;15;20
1855;5.3;20
1898;38.7;20
1915;2.5;20
1919;4.6;20
1836;6.5;20
1929;21;20
1890;3.9;20
1886;3.5;20
1922;5.7;20
1938;5.6;20
1912;17.5;20
1864;8;20
1913;9.7;20
1894;57.6;20
1914;17.9;20
1899;4.6;20
1893;7.3;20
1829;7.3;20
1829;7;20
1821;8;20
1882;2.6;20
1900;57.6;20
1902;9.4;20
1850;5.3;20
1875;8.5;20
1893;5.3;20
1928;6.4;20
1904;5.4;20
1883;2.5;20
1877;9.5;20
1908;12.1;20
1881;7.7;20
1881;7.5;20
1899;11.9;20
1836;7.4;20
1836;7.1;20
1915;4.7;20
1895;5.5;20
1936;9.5;20
1884;4.3;20
1937;9.8;20
1941;9.5;18
1910;3;18
1889;9.4;18
1845;7.3;18
1903;3.5;18
1903;3;18
1884;6.1;18
1848;3.9;18
1935;87.9;18
1872;21.6;18
1902;5.3;18
1926;16.9;18
1940;8.5;18
1935;8.4;18
1899;2.5;18
1859;17.8;18
1894;38.7;18
1887;5.9;18
1822;2.8;18
1896;12.5;18
1891;7.5;18
1941;8.2;18
1916;5.4;18
1835;13.7;18
1926;6.1;18
1939;23.4;18
1836;9.5;18
1836;9.8;18
1836;9.7;18
1852;9;18
1852;9.7;18
1835;8.1;18
1867;16.9;18
1822;4.3;18
1858;12.1;18
1842;4.7;18
1937;2.6;18
1869;10.2;18
1915;7.4;18
1850;72.3;18
1918;4.5;18
1918;4.3;18
1876;8.3;18
1853;8.1;18
1826;9.4;18
1894;21.9;18
1926;7.3;18
1926;7.4;18
1878;6.5;18
1889;5.3;18
1906;3.6;18
1916;13.1;18
1876;10.2;18
1919;8.6;18
1921;2.8;18
1917;4.3;18
1930;21.9;18
1917;7.4;18
1865;9.5;18
1865;9.8;18
1938;12.5;18
1938;6;18
1873;6.1;18
1884;21;18
1911;4.4;18
1848;7.3;18
1937;10.6;18
1879;5.4;18
1879;5.3;18
1879;5.5;18
1900;15;18
1912;5.2;18
1930;8.9;18
1888;3;18
1841;4.4;18
1883;9.5;18
1883;9.7;18
1922;13.5;18
1922;13.7;18
1828;8.1;18
1937;11;18
1937;11.7;18
1871;5.2;18
1921;3.5;18
1898;9.5;18
1854;3.9;18
1876;4.9;18
1876;4.3;18
1911;72.3;18
1872;3.4;18
1920;14.2;18
1935;4;18
1916;4.9;18
1913;6;18
1911;8.3;18
1898;5.3;18
1898;5.7;18
1898;5.1;18
1830;3.5;18
1890;10.6;18
1907;31.3;18
1929;9.6;18
1916;38.7;18
1811;9.5;18
1838;72.3;18
1829;8.1;18
1842;5.3;18
1916;17.8;18
1819;5.4;18
1819;5.1;18
1869;21.9;18
1829;4.4;18
1863;9.7;18
1904;21;18
1816;6.5;18
1883;6.8;18
1939;17.8;18
1864;7.4;18
1912;13.7;18
1842;7;18
1930;87.9;18
1813;3.6;18
1932;72.3;18
1934;15.3;18
1935;13.6;18
1850;9.4;18
1850;9.5;18
1941;4.6;18
1941;4.8;18
1941;4.3;18
1849;3.5;18
1814;4.9;18
1848;6.9;18
1823;7.4;18
1815;5.2;18
1860;5.1;18
1884;11.9;18
1910;5.6;18
1909;5.2;18
1912;6.5;18
1912;6.9;18
1940;5.7;18
1940;5.3;18
1873;5.5;18
1846;7.5;18
1920;13.7;18
1920;13.5;18
1920;13.1;18
1857;7.7;18
1866;8;18
1792;3;18
1896;6.1;18
1836;5.4;18
1912;8.2;18
1929;6.4;18
1818;4.8;18
1818;4.4;18
1859;21;18
1903;8.5;18
1930;15.4;18
1837;6.5;18
1837;8;18
1870;5.2;18
1814;3.4;18
1896;17.5;18
1929;4.4;18
1920;11.5;18
1886;72.3;18
1937;5.8;18
1910;4.4;18
1916;11.9;18
1916;11.7;18
1907;5.4;18
1907;5.7;18
1931;3.6;18
1883;7;18
1933;5.3;18
1916;6.9;18
1867;12.3;18
1835;5.2;18
1875;17.8;18
1934;3.5;18
1890;21.9;18
1914;6.6;18
1922;57.6;18
1940;12.8;18
1940;12.7;18
1896;11;18
1896;11.9;18
1896;11.7;18
1844;8.1;18
1905;3.5;18
1895;8.2;18
1835;11.8;18
1819;4.7;18
1860;4.6;18
1843;7.1;18
1841;7.5;18
1878;5.2;18
1845;2.5;18
1899;8.6;18
1929;5.7;18
1832;5.7;18
1832;5.2;18
1859;9.7;18
1900;9.5;18
1936;5.3;18
1864;4.4;18
1862;6.2;18
1900;8.5;18
1919;3.5;18
1919;3.6;18
1895;2.5;18
1870;9.7;18
1907;6.9;18
1817;4.7;18
1826;2.5;18
1892;8.1;18
1898;17.8;18
1840;8;18
1897;11;18
1814;5.4;18
1922;12.3;18
1911;21.9;18
1852;7.2;18
1826;11.2;18
1918;15;18
1884;9.4;18
1888;6.5;18
1782;4.7;18
1931;12.5;18
1840;3;18
1840;3.4;18
1851;4.7;18
1819;6.6;18
1897;5.1;18
1868;3;18
1900;6.9;18
1824;9.4;18
1930;12.4;18
1823;9.6;18
1889;11;18
1859;4.8;18
1859;4;18
1866;11.2;18
1820;7.3;18
1876;9.4;18
1869;7.2;18
1872;11;18
1872;11.9;18
1872;11.6;18
1872;11.7;18
1879;4.4;18
1886;17.8;18
1861;5.3;18
1819;8;18
1881;3.9;18
1881;3.6;18
1858;8.6;18
1826;4.6;18
1867;72.3;18
1912;35.1;18
1918;9.8;18
1907;2.5;18
1888;8.5;18
1839;3.8;18
1888;11.8;18
1882;9.5;18
1906;9.5;18
1941;6.9;18
1834;6.9;18
1834;6.5;18
1921;17.5;18
1873;8;18
1919;50.4;18
1909;4.8;18
1861;8.1;18
1861;8;18
1912;12.4;18
1912;12.5;18
1926;5.7;18
1909;8.6;18
1909;8.1;18
1928;7.7;18
1908;5.5;18
1910;6.1;18
1921;9.6;18
1933;8.1;18
1933;8;18
1902;35.1;18
1790;4.8;18
1890;6.6;18
1811;5.2;18
1861;3.5;18
1910;21;18
1918;11;18
1918;17.5;18
1918;6.6;18
1918;6.5;18
1918;6.9;18
1876;11;18
1888;2.5;18
1926;3.5;18
1741;4.4;18
1867;2.5;18
1937;21;18
1878;38.7;18
1921;16.9;18
1929;16.7;18
1918;8.4;18
1813;57.6;18
1832;3.9;18
1790;5.1;18
1928;4.9;18
1873;4.8;18
1884;10.2;18
1839;6.9;18
1838;3.9;18
1893;72.3;18
1910;8.1;18
1851;9.5;18
1935;17.9;18
1876;2.8;18
1930;11.2;18
1930;11;18
1914;4.4;18
1847;5.9;18
1823;8.5;18
1827;2.5;18
1853;7.5;18
1836;4.4;18
1873;10.2;18
1895;21;18
1927;10.6;18
1939;21.9;18
1893;6.9;18
1931;21.9;18
1859;7.6;18
1917;35.1;18
1933;4.5;18
1925;4.8;18
1834;7.3;18
1834;7.4;18
1869;8.6;18
1909;85.8;18
1929;8.3;18
1929;8.9;18
1929;8.4;18
1935;6.6;18
1927;8.6;18
1895;17.8;18
1836;11;18
1891;3.6;18
1822;6.9;18
1937;4.5;18
1937;4.4;18
1902;11;18
1889;10.2;18
1940;9.5;18
1934;5.1;18
1850;7.3;18
1908;17.8;18
1862;5.2;18
1833;6;18
1813;5.3;18
1825;4.4;18
1813;6.8;18
1929;10.1;18
1939;11.1;18
1838;7.6;18
1838;7.2;18
1929;11.2;18
1820;4.8;18
1828;7.6;18
1828;7.1;18
1896;7.5;18
1811;8.6;18
1846;8.1;18
1846;8.5;18
1929;3.5;18
1929;3.6;18
1876;7.5;18
1865;5.4;18
1941;7.7;18
1941;7.8;18
1928;16.9;18
1915;9.5;18
1929;7.6;18
1882;5.8;18
1902;4.7;18
1902;4.9;18
1902;4.3;18
1936;12.3;18
1894;4.9;18
1896;5.3;18
1889;12.1;18
1850;8.5;18
1830;6.5;18
1905;11;18
1835;10.2;18
1897;9.7;18
1935;72.3;18
1891;10.2;18
1868;10.2;18
1908;3;18
1924;2.5;18
1908;4.6;18
1911;9.8;18
1937;12.4;18
1863;5.4;18
1827;4.7;18
1853;3;18
1816;4.9;18
1898;6.6;18
1898;6.9;18
1830;2.5;18
1905;17.8;18
1825;7.2;18
1934;8.6;18
1914;13.7;18
1930;5.4;18
1870;7.4;18
1933;72.3;18
1907;17.9;18
1940;11;18
1932;7.9;18
1845;3.9;18
1925;7.7;18
1925;7.4;18
1941;85.8;18
1880;9.5;18
1864;9.8;18
1867;17.8;18
1911;7.3;18
1918;5.3;18
1859;5.3;18
1859;5.5;18
1900;4.7;18
1917;11;18
1917;11.9;18
1907;9.8;18
1899;13.7;18
1938;10.6;18
1938;10.9;18
1921;7.7;18
1859;8.5;18
1879;10.2;18
1895;12.1;18
1924;12.4;18
1852;2.5;18
1929;13.3;18
1936;7.8;18
1933;3.6;18
1852;8.1;18
1917;5.7;18
1844;5.4;18
1927;2.8;18
1935;7.8;18
1880;10.2;18
1869;9.7;18
1928;12.1;18
1913;7.3;18
1913;7.9;18
1875;2.5;18
1857;5.5;18
1857;5.3;18
1889;4.8;18
1889;4.3;18
1871;6.2;18
1849;5.3;18
1848;10.2;18
1941;3.6;18
1877;11;18
1877;11.9;18
1910;7.7;18
1900;21;18
1932;5.6;18
1819;7.3;18
1920;6.1;18
1917;9.4;18
1917;9.7;18
1823;3.6;18
1913;13.7;18
1920;3.5;18
1920;3.4;18
1920;3;18
1926;4.3;18
1926;4.9;18
1867;11.9;18
1919;7.2;18
1858;7.3;18
1858;7.2;18
1874;7.4;18
1890;8;18
1903;7.3;18
1897;4.3;18
1823;4.4;18
1823;4.8;18
1844;6.2;18
1851;7.1;18
1904;6.6;18
1909;7.3;18
1892;5.5;18
1863;8.5;18
1918;16.9;18
1918;16.5;18
1822;5.1;18
1842;13.7;18
1922;11.4;18
1930;85.8;18
1930;14.2;18
1923;21.9;18
1820;3;18
1854;4.8;18
1876;3;18
1925;12.1;18
1925;12.4;18
1814;7.5;18
1931;8.6;18
1931;7.4;18
1860;6.5;18
1903;38.7;18
1867;10.2;18
1821;7.5;18
1919;17.8;18
1919;6;18
1814;6.9;18
1881;72.3;18
1876;5.4;18
1905;8.9;18
1905;8.6;18
1928;5.8;18
1901;8.6;18
1866;10.2;18
1811;6.5;18
1842;10.2;18
1815;4.8;18
1903;9.4;18
1828;5.1;18
1872;9.8;18
1913;11.9;18
1913;11.7;18
1936;8.9;18
1878;8.3;18
1818;6.5;18
1818;6.2;18
1827;3.9;18
1797;7;18
1875;9.5;18
1913;8.1;18
1933;6.9;18
1849;7.5;18
1927;9.8;18
1873;7.6;18
1932;16.9;18
1914;16.5;18
1929;17.9;18
1919;20.1;18
1938;16.7;18
1919;9.7;18
1843;57.6;18
1917;18.3;18
1927;85.8;18
1855;5.4;18
1856;6.1;18
1919;4.4;18
1911;11.7;18
1909;9.4;18
1893;21;18
1848;4.4;18
1917;3;18
1921;12.4;18
1914;17.8;18
1931;2.5;18
1834;12.4;18
1873;3;18
1937;14;18
1896;8;18
1934;4.9;18
1908;8.4;18
1924;5.4;18
1938;85.8;18
1934;2.6;18
1902;9.8;18
1902;9.7;18
1872;72.3;18
1875;8.1;18
1830;9.7;18
1893;5.2;18
1830;5.3;18
1933;10.4;18
1924;7.6;18
1924;7.2;18
1831;5.1;18
1877;9.4;18
1881;7.3;18
1829;6.9;18
1922;3.8;18
1824;4.7;18
1924;8.4;18
1893;11.7;18
1909;6.6;18
1909;6.1;18
1836;7.5;18
1915;4.5;18
1895;5.4;18
1920;16.5;18
1936;9.8;18
1908;38.7;18
1827;6.2;18
1827;6.5;18
1923;85.8;18
1867;4.9;16
1895;6.5;16
1920;7.6;16
1918;23.4;16
1894;11.2;16
1926;57.6;16
1879;11.8;16
1896;3;16
1938;11;16
1922;8.4;16
1896;57.6;16
1858;2.5;16
1939;8.5;16
1852;6.1;16
1843;38.7;16
1902;5.2;16
1902;5.7;16
1940;8.6;16
1940;8.4;16
1935;8.2;16
1813;7.4;16
1929;12.4;16
1887;5.5;16
1887;5.2;16
1811;2.5;16
1883;3;16
1940;4.5;16
1940;4.9;16
1940;4;16
1938;38.7;16
1866;3;16
1857;8.9;16
1931;4;16
1918;18.3;16
1835;13.5;16
1909;10.4;16
1906;17.8;16
1835;8.2;16
1906;8.6;16
1906;8.5;16
1822;4.6;16
1927;5.4;16
1838;9.5;16
1860;7.7;16
1860;7.3;16
1900;11.9;16
1836;8.5;16
1836;8.3;16
1877;6.6;16
1929;14.1;16
1870;4.8;16
1917;8.3;16
1917;8.1;16
1887;11.7;16
1887;11.8;16
1935;57.6;16
1924;19;16
1916;21.9;16
1913;4.5;16
1913;4.6;16
1918;4.6;16
1872;6.6;16
1909;21.9;16
1826;9.3;16
1807;4.7;16
1900;3.5;16
1816;5.3;16
1816;5.2;16
1847;4.8;16
1889;5.4;16
1906;3;16
1934;20.1;16
1915;6;16
1919;8.2;16
1824;6.1;16
1824;6.6;16
1938;9.4;16
1932;57.6;16
1834;9.5;16
1834;9.4;16
1834;9.7;16
1904;35.1;16
1917;4.6;16
1914;3.5;16
1914;3;16
1917;7.2;16
1817;7.1;16
1817;7.5;16
1839;8.6;16
1839;8;16
1815;9.7;16
1938;12.4;16
1938;12.1;16
1938;6.4;16
1920;10.9;16
1920;10.2;16
1869;4.3;16
1918;87.9;16
1849;8.1;16
1934;11;16
1911;4.9;16
1911;4.5;16
1911;4.8;16
1825;6.6;16
1921;10.6;16
1894;8.9;16
1857;4.9;16
1831;8.1;16
1912;5.4;16
1912;5.1;16
1888;3.4;16
1940;20.1;16
1860;8.1;16
1921;13.5;16
1921;13.8;16
1828;8.9;16
1883;8;16
1914;5.4;16
1907;4.6;16
1909;11.4;16
1823;87.9;16
1820;6.9;16
1929;35.1;16
1921;3.4;16
1875;13.3;16
1914;12.6;16
1880;15;16
1876;6.6;16
1935;4.8;16
1890;2.5;16
1937;6.8;16
1911;8.6;16
1908;6.5;16
1850;13.7;16
1834;5.1;16
1838;6.5;16
1884;13.3;16
1932;14.2;16
1856;8.2;16
1850;4.8;16
1851;21.6;16
1825;10.2;16
1871;73.8;16
1849;12.1;16
1903;15.3;16
1920;8.2;16
1812;5.3;16
1901;11.9;16
1901;11.7;16
1815;8.2;16
1916;17.5;16
1863;7.5;16
1863;7.4;16
1789;3;16
1922;16.9;16
1892;21.9;16
1831;7.5;16
1817;3.9;16
1813;9;16
1936;16.3;16
1940;17.2;16
1843;9.7;16
1842;7.3;16
1842;7.2;16
1813;3.9;16
1932;8.3;16
1932;8.4;16
1902;14.9;16
1924;11;16
1936;3.1;16
1853;5.1;16
1849;3;16
1881;6;16
1867;5.2;16
1884;11.2;16
1941;2.9;16
1941;2.5;16
1910;5.7;16
1910;5.2;16
1910;5.3;16
1895;57.6;16
1886;6.2;16
1843;4.6;16
1916;2.5;16
1846;7;16
1920;13.3;16
1880;5.1;16
1874;17.5;16
1917;14.9;16
1845;4.8;16
1909;3;16
1866;8.5;16
1862;2.5;16
1836;5.2;16
1836;5.5;16
1918;35.1;16
1903;8;16
1837;6.2;16
1915;5.1;16
1822;8;16
1903;5.4;16
1903;5.1;16
1920;20.1;16
1865;4.9;16
1866;6.9;16
1857;3.5;16
1818;5.2;16
1907;5.1;16
1907;21.9;16
1904;9.4;16
1897;17.8;16
1934;10.5;16
1934;10.4;16
1868;9.4;16
1923;16.7;16
1933;5.4;16
1813;8.3;16
1936;13.7;16
1936;13.9;16
1911;15;16
1838;4.3;16
1916;6.1;16
1835;3.5;16
1937;57.6;16
1941;13.7;16
1941;13.8;16
1941;13;16
1940;12.4;16
1905;3;16
1870;17.8;16
1819;4.4;16
1819;4.9;16
1860;4.4;16
1820;8.5;16
1847;2.5;16
1906;11.9;16
1906;7.7;16
1926;14.1;16
1923;13.7;16
1899;8.1;16
1899;8.9;16
1899;8.5;16
1921;4.8;16
1897;8.6;16
1839;5.5;16
1848;17.5;16
1840;16.5;16
1832;5.8;16
1936;5.4;16
1860;3.4;16
1862;6.5;16
1862;6.9;16
1875;4.9;16
1919;3.4;16
1894;10.2;16
1907;6.1;16
1925;17.8;16
1912;18.3;16
1922;34.6;16
1898;17.9;16
